;Ferrovia;Linha;A;B;Extensão (km);x;AB;Instalada;Trens;Utilizada
539;FCA;Três Rios - Recreio;GVG;G06;9;;GVG - G06;22,76497;0;0
540;FCA;Três Rios - Recreio;G06;GDE;7;;G06 - GDE;27,97427;0;0
541;FCA;Três Rios - Recreio;GDE;G05;3;;GDE - G05;51,58066;0;0
542;FCA;Três Rios - Recreio;G05;GAB;12,879;;G05 - GAB;16,72457;0;0
543;FCA;Três Rios - Recreio;GAB;GRO;8,424;;GAB - GRO;16,25962;0;0
544;FCA;Linha de Caratinga;GLI;GPV;144,835;;GLI - GPV;16,25962;0;0
545;FNSTC;Ouro Verde de Goiás - Anápolis;POV;PAS;50,756;;POV - PAS;3,39934;0;0
546;FNSTC;Porto Nacional - Ouro Verde de Goiás;PPN;PAC;28,606;;PPN - PAC;7,8249;0;0
547;FNSTC;Porto Nacional - Ouro Verde de Goiás;PAC;PCB;46,984;;PAC - PCB;5,35122;0;0
548;FNSTC;Porto Nacional - Ouro Verde de Goiás;PCB;PNN;47,514;;PCB - PNN;5,24962;0;0
549;FNSTC;Porto Nacional - Ouro Verde de Goiás;PNN;PGI;48,417;;PNN - PGI;5,0269;0;0
550;FNSTC;Porto Nacional - Ouro Verde de Goiás;PGI;PGU;48,258;;PGI - PGU;5,1518;0;0
551;FNSTC;Porto Nacional - Ouro Verde de Goiás;PGU;PFI;49,093;;PGU - PFI;5,05756;0;0
552;FNSTC;Porto Nacional - Ouro Verde de Goiás;PFI;PAA;53,196;;PFI - PAA;4,71272;0;0
553;FNSTC;Porto Nacional - Ouro Verde de Goiás;PAA;PPO;57,2;;PAA - PPO;4,36547;0;0
554;FNSTC;Porto Nacional - Ouro Verde de Goiás;PPO;PPP;44,546;;PPO - PPP;5,49298;0;0
555;FNSTC;Porto Nacional - Ouro Verde de Goiás;PPP;PEN;42,841;;PPP - PEN;5,5296;0;0
556;FNSTC;Porto Nacional - Ouro Verde de Goiás;PEN;PCA;53,278;;PEN - PCA;3,59064;0;0
557;FNSTC;Porto Nacional - Ouro Verde de Goiás;PCA;PUR;51,847;;PCA - PUR;4,99662;0;0
558;FNSTC;Porto Nacional - Ouro Verde de Goiás;PUR;PSL;54,553;;PUR - PSL;4,73965;0;0
559;FNSTC;Porto Nacional - Ouro Verde de Goiás;PSL;PSI;54,52;;PSL - PSI;4,23183;0;0
560;FNSTC;Porto Nacional - Ouro Verde de Goiás;PSI;PJG;35,023;;PSI - PJG;6,48;0;0
561;FNSTC;Porto Nacional - Ouro Verde de Goiás;PJG;PJA;36,077;;PJG - PJA;6,18985;0;0
562;FNSTC;Porto Nacional - Ouro Verde de Goiás;PJA;POV;53,089;;PJA - POV;4,38857;0;0
563;FNSTN;Açailândia - Porto Nacional;QAL;PFL;5;;QAL - PFL;7,52336;4,99;0,663267476
564;FNSTN;Açailândia - Porto Nacional;PFL;PCR;42;;PFL - PCR;6,19223;4,99;0,80584862
565;FNSTN;Açailândia - Porto Nacional;PCR;PJL;17;;PCR - PJL;8,66612;4,99;0,575805551
566;FNSTN;Açailândia - Porto Nacional;PJL;P01;5,9;;PJL - P01;13,42848;4,99;0,371598275
567;FNSTN;Açailândia - Porto Nacional;P01;PIZ;22,1;;P01 - PIZ;13,42848;3,81;0,283725336
568;FNSTN;Açailândia - Porto Nacional;PIZ;PFM;51;;PIZ - PFM;8,40016;4,32;0,514275919
569;FNSTN;Açailândia - Porto Nacional;PFM;PPF;57;;PFM - PPF;4,86659;4,32;0,887685217
570;FNSTN;Açailândia - Porto Nacional;PPF;PAN;17;;PPF - PAN;9,04938;3,35;0,370191107
571;FNSTN;Açailândia - Porto Nacional;PAN;PBJ;56;;PAN - PBJ;6,08009;3,35;0,550978686
572;FNSTN;Açailândia - Porto Nacional;PBJ;PBB;38;;PBJ - PBB;3,65553;3,35;0,91641978
573;FNSTN;Açailândia - Porto Nacional;PBB;PAG;47;;PBB - PAG;4,14773;3,35;0,807670702
574;FNSTN;Açailândia - Porto Nacional;PAG;PGV;46;;PAG - PGV;5,31182;3,35;0,630668961
575;FNSTN;Açailândia - Porto Nacional;PGV;PPT;47;;PGV - PPT;6,04937;3,35;0,553776674
576;FNSTN;Açailândia - Porto Nacional;PPT;PRT;49;;PPT - PRT;5,95031;1,52;0,255448876
577;FNSTN;Açailândia - Porto Nacional;PRT;PGR;62;;PRT - PGR;4,72185;1,52;0,321907727
578;FNSTN;Açailândia - Porto Nacional;PGR;PCM;54;;PGR - PCM;3,94312;1,52;0,385481548
579;FNSTN;Açailândia - Porto Nacional;PCM;PPR;51;;PCM - PPR;4,26273;1,52;0,356579
580;FNSTN;Açailândia - Porto Nacional;PPR;PPN;55,5;;PPR - PPN;3,79628;1,52;0,400391963
581;FNSTN;Ramal Suzano (PSU);P01;PSU;22;;P01 - PSU;5,85038;0,67;0,114522475
582;FTC;Esplanada - Urussanga;MEX;MUR;25,585;;MEX - MUR;6,37701;3;0,470439908
583;FTC;Linha Principal;MIM;MBA;24,947;;MIM - MBA;8,14051;4;0,491369705
584;FTC;Linha Principal;MBA;MCP;20,696;;MBA - MCP;9,87363;4;0,405119495
585;FTC;Linha Principal;MCP;MTB;4,655;;MCP - MTB;41,20684;9;0,218410342
586;FTC;Linha Principal;MTB;MK3;2,607;;MTB - MK3;57,52871;9;0,156443626
587;FTC;Linha Principal;MK3;MJA;11,819;;MK3 - MJA;0;1;0
588;FTC;Linha Principal;MJA;MDR;4,409;;MJA - MDR;0;1;0
589;FTC;Linha Principal;MDR;MMG;5,703;;MDR - MMG;0;1;0
590;FTC;Linha Principal;MMG;MEX;7,956;;MMG - MEX;15,18504;9;0,592688594
591;FTC;Linha Principal;MEX;MIC;12,386;;MEX - MIC;0;1;0
592;FTC;Linha Principal;MIC;MNH;3,904;;MIC - MNH;12,97007;8;0,61680469
593;FTC;Linha Principal;MNH;MCT;2;;MNH - MCT;83,9808;7;0,083352385
594;FTC;Linha Principal;MCT;MPF;3,698;;MCT - MPF;50,70244;4;0,078891667
595;FTC;Ramal de Oficinas;MK3;MHL;1,517;;MK3 - MHL;56,66789;2;0,035293356
596;FTC;Ramal de Oficinas;MHL;MPO;2,735;;MHL - MPO;25,20744;1;0,039670827
597;FTC;Ramal de Rio Fiorita;MPF;MRF;17,915;;MPF - MRF;8,9747;7;0,779970361
598;FTC;Ramal de Sangão;MPF;MSA;9,092;;MPF - MSA;18,96781;1;0,052720899
599;FTL;Ramal Poty;BSB;BCC;2,1;;BSB - BCC;12,62769;2,02;0,159965916
600;FTL;Variante de Cargas Aracapé-Caucaia;BAR;BCI;16;;BAR - BCI;7,81714;3;0,38377207
601;FTL;Tronco São Luis;ASL;A02;13,85;;ASL - A02;23,45142;1;0,042641341
602;FTL;Tronco São Luis;A02;AXR;3,15;;A02 - AXR;32,832;8;0,243664717
603;FTL;Tronco São Luis;AXR;ALM;2;;AXR - ALM;26,47741;2;0,075536089
604;FTL;Tronco São Luis;ALM;A04;2;;ALM - A04;54,72;10;0,182748538
605;FTL;Tronco São Luis;A04;A26;4,85;;A04 - A26;21,04615;2;0,095029257
606;FTL;Tronco São Luis;A26;ATO;33,15;;A26 - ATO;2,63922;2;0,757799653
607;FTL;Tronco São Luis;ATO;ARS;11,207;;ATO - ARS;7,03945;2;0,284113105
608;FTL;Tronco São Luis;ARS;AEA;21,693;;ARS - AEA;3,9961;2;0,500487976
609;FTL;Tronco São Luis;AEA;AHP;35,456;;AEA - AHP;2,69114;2;0,74317947
610;FTL;Tronco São Luis;AHP;ANJ;31,574;;AHP - ANJ;2,02666;2;0,986845351
611;FTL;Tronco São Luis;ANJ;AXK;23,207;;ANJ - AXK;2,02666;2;0,986845351
612;FTL;Tronco São Luis;AXK;AJI;27,406;;AXK - AJI;2,52553;2;0,791912985
613;FTL;Tronco São Luis;AJI;AOA;24,282;;AJI - AOA;2,83621;2;0,705166402
614;FTL;Tronco São Luis;AOA;AXA;25,312;;AOA - AXA;3,81767;2;0,523879749
615;FTL;Tronco São Luis;AXA;ACD;28,295;;AXA - ACD;3,07876;2;0,649612182
616;FTL;Tronco São Luis;ACD;ABB;39,705;;ACD - ABB;2,02666;2;0,986845351
617;FTL;Tronco São Luis;ABB;ACX;42,652;;ABB - ACX;2,09067;2;0,956631128
618;FTL;Tronco São Luis;ACX;ACS;4,598;;ACX - ACS;17,46382;2;0,114522481
619;FTL;Tronco São Luis;ACS;ACQ;31,16;;ACS - ACQ;3,27011;2;0,611600221
620;FTL;Tronco São Luis;ACQ;AYM;40,49;;ACQ - AYM;2,02666;2;0,986845351
621;FTL;Tronco São Luis;AYM;ATZ;7,1;;AYM - ATZ;8,64;2;0,231481481
622;FTL;Tronco São Luis;ATZ;AIT;3;;ATZ - AIT;20,01951;2;0,099902545
623;FTL;Tronco São Luis;AIT;ALT;36;;AIT - ALT;2,47676;2;0,807506581
624;FTL;Tronco Sul Fortaleza;BPR;BAR;6;;BPR - BAR;23,45142;2;0,085282682
625;FTL;Tronco Sul Fortaleza;BAR;BFL;10;;BAR - BFL;12,62769;2;0,158382095
626;FTL;Tronco Norte Fortaleza;BOF;BCI;16,5;;BOF - BCI;6,5664;1;0,152290448
627;FTL;Tronco Norte Fortaleza;BCI;BGE;15,62;;BCI - BGE;5,50872;2;0,363060747
628;FTL;Tronco Norte Fortaleza;BGE;BPI;8;;BGE - BPI;9,61124;2;0,208089695
629;FTL;Tronco Norte Fortaleza;BPI;BQT;29,46;;BPI - BQT;2,9978;2;0,667155914
630;FTL;Tronco Norte Fortaleza;BQT;BTR;42,2;;BQT - BTR;2,30951;2;0,865984559
631;FTL;Tronco Norte Fortaleza;BTR;BIW;23,4;;BTR - BIW;6,69494;2;0,298733073
632;FTL;Tronco Norte Fortaleza;BIW;BIT;3,319;;BIW - BIT;23,45142;2;0,085282682
633;FTL;Tronco Norte Fortaleza;BIT;BRW;43,033;;BIT - BRW;2,65975;2;0,751950371
634;FTL;Tronco Norte Fortaleza;BRW;BSB;49,567;;BRW - BSB;2,02666;2;0,986845351
635;FTL;Tronco Norte Fortaleza;BSB;BNS;3,4;;BSB - BNS;32,832;10;0,304580897
636;FTL;Tronco Norte Fortaleza;BNS;BKI;29,354;;BNS - BKI;3,3502;2;0,596979285
637;FTL;Tronco Norte Fortaleza;BKI;BVK;26,82;;BKI - BVK;3,97289;2;0,503411874
638;FTL;Tronco Norte Fortaleza;BVK;BIU;27,967;;BVK - BIU;3,9961;2;0,500487976
639;FTL;Tronco Norte Fortaleza;BIU;BIS;26,93;;BIU - BIS;4,43675;2;0,450780414
640;FTL;Tronco Norte Fortaleza;BIS;BNR;33,768;;BIS - BNR;3,3502;2;0,596979285
641;FTL;Tronco Norte Fortaleza;BNR;BZS;28,077;;BNR - BZS;4,43675;2;0,450780414
642;FTL;Tronco Norte Fortaleza;BZS;BCK;31,241;;BZS - BCK;4,06739;2;0,491715818
643;FTL;Tronco Norte Fortaleza;BCK;BIB;37,019;;BCK - BIB;2,09067;2;0,956631128
644;FTL;Tronco Norte Fortaleza;BIB;BOC;20,9;;BIB - BOC;4,29738;2;0,465399848
645;FTL;Tronco Norte Fortaleza;BOC;BBV;19,427;;BOC - BBV;4,77764;2;0,418616723
646;FTL;Tronco Norte Fortaleza;BBV;BAB;17,764;;BBV - BAB;3,40016;2;0,588207614
647;FTL;Tronco Norte Fortaleza;BAB;BKS;36,621;;BAB - BKS;2,02666;2;0,986845351
648;FTL;Tronco Norte Fortaleza;BKS;BRE;39,111;;BKS - BRE;2,42409;2;0,825051875
649;FTL;Tronco Norte Fortaleza;BRE;BOS;25,283;;BRE - BOS;3,3502;2;0,596979285
650;FTL;Tronco Norte Fortaleza;BOS;BLY;23,717;;BOS - BLY;3,3502;2;0,596979285
651;FTL;Tronco Norte Fortaleza;BLY;ALT;33,505;;BLY - ALT;3,36669;2;0,594055289
652;FTL;Ramal de Pecem;BPI;BVP;7,224;;BPI - BVP;9,65647;1;0,103557511
653;FTL;Ramal de Pecem;BVP;BPC;10,776;;BVP - BPC;18,24;1;0,054824561
654;FTL;Ramal de Mucuripe;BPR;BMU;15,689;;BPR - BMU;8,64;1;0,115740741
655;FTL;Ramal Base Combustível;A03;ABR;2;;A03 - ABR;23,45142;2;0,085282682
656;FTL;Ramal de Itaqui;A02;APB;13;;A02 - APB;6,5664;2;0,304580897
657;FTL;Ramal de Itaqui;APB;ABL;0,7;;APB - ABL;54,72;10;0,182748538
658;FTL;Ramal de Itaqui;ABL;A03;0,3;;ABL - A03;32,832;17;0,517787524
659;FTL;Ramal de Itaqui;A03;A99;2;;A03 - A99;23,45142;17;0,724902799
660;FTL;Ramal de Itaqui;A99;ATQ;2;;A99 - ATQ;23,45142;17;0,724902799
661;MRS;Ramal Porto Sudeste;FBA;FOP;3;;FBA - FOP;70,36144;32,5;0,461900723
662;MRS;Segregação Leste;ISU;IRA;9,158;;ISU - IRA;23,40812;7,35;0,313993606
663;MRS;Segregação Leste;IRA;FPI;10,044;;IRA - FPI;9,35357;6,6;0,705612937
664;MRS;Ligação Pereque - Areais;ZPG;IAA;1,23;;ZPG - IAA;22,0274;15,06;0,683693945
665;MRS;Ramal Córrego do Feijão;FAF;FCF;7;;FAF - FCF;8,87043;0;0
666;MRS;Ligação à Arará;FAR;HHS;7,044;;FAR - HHS;6,10909;2,9;0,474702452
667;MRS;Ligação à Arará;HHS;HDL;1;;HHS - HDL;6,10909;2,9;0,474702452
668;MRS;Ligação à Arará;HDL;HRO;10,659;;HDL - HRO;6,10909;2,9;0,474702452
669;MRS;Ligação à Arará;HRO;HHG;0,818;;HRO - HHG;6,10909;2,9;0,474702452
670;MRS;Ligação à Arará;HHG;HBF;2,111;;HHG - HBF;6,10909;2,9;0,474702452
671;MRS;Ligação à Arará;HBF;HDE;0,425;;HBF - HDE;6,10909;2,9;0,474702452
672;MRS;Ligação à Arará;HDE;HCB;1,124;;HDE - HCB;6,10909;3,11;0,509077457
673;MRS;Ligação à Arará;HCB;HSM;2,466;;HCB - HSM;6,10909;3,11;0,509077457
674;MRS;Ligação à Arará;HSM;HRS;3,352;;HSM - HRS;6,10909;3,11;0,509077457
675;MRS;Ligação à Arará;HRS;HAM;10,678;;HRS - HAM;6,07228;3,11;0,512163471
676;MRS;Ligação à Arará;HAM;HAL;15,228;;HAM - HAL;6,07228;2,9;0,477580085
677;MRS;Ligação à Arará;HAL;HJA;6,573;;HAL - HJA;6,07228;2,9;0,477580085
678;MRS;Ligação à Arará;HJA;FQS;2,521;;HJA - FQS;6,07228;2,9;0,477580085
679;MRS;Brisamar - Sepetiba;FBA;FXS;5;;FBA - FXS;23,05483;10,61;0,460207254
680;MRS;Ramal da Cosigua;FBA;HIT;8;;FBA - HIT;10,45102;1,22;0,116735017
681;MRS;Ramal da Cosigua;HIT;HSG;8;;HIT - HSG;5,43029;1,22;0,224665718
682;MRS;Ramal do Terminal de Cimento Barroso;FBC;FAB;1;;FBC - FAB;4,1466;0,13;0,031350986
683;MRS;Ramal do Terminal da Paraibuna Metais;FBF;FPM;6;;FBF - FPM;9,68272;0,25;0,025819191
684;MRS;Linha de São Paulo;FBP;FPU;2,44;;FBP - FPU;138,42832;33,62;0,242869378
685;MRS;Linha de São Paulo;FPU;FWB;5,174;;FPU - FWB;115,75552;33,62;0,290439713
686;MRS;Linha de São Paulo;FWB;FVA;6,054;;FWB - FVA;54,65128;33,62;0,615173149
687;MRS;Linha de São Paulo;FVA;FPL;8,302;;FVA - FPL;73,11383;33,62;0,459830924
688;MRS;Linha de São Paulo;FPL;FRK;8,161;;FPL - FRK;78,94757;33,62;0,425852246
689;MRS;Linha de São Paulo;FRK;FVR;6,319;;FRK - FVR;124,31042;33,62;0,270451986
690;MRS;Linha de São Paulo;FVR;FIV;3,127;;FVR - FIV;148,34615;35,59;0,239911855
691;MRS;Linha de São Paulo;FIV;FBB;2;;FIV - FBB;74,74236;31,56;0,422250515
692;MRS;Linha de São Paulo;FBB;FBM;4,035;;FBB - FBM;65,09717;31,92;0,490343897
693;MRS;Linha de São Paulo;FBM;FSE;2,438;;FBM - FSE;65,09717;31,92;0,490343897
694;MRS;Linha de São Paulo;FSE;FPB;7,303;;FSE - FPB;26,31835;5,92;0,224938114
695;MRS;Linha de São Paulo;FPB;FFL;8,624;;FPB - FFL;27,89817;5,92;0,212200298
696;MRS;Linha de São Paulo;FFL;FAN;18,183;;FFL - FAN;16,1495;5,92;0,366574817
697;MRS;Linha de São Paulo;FAN;FMU;8,516;;FAN - FMU;16,1495;5,92;0,366574817
698;MRS;Linha de São Paulo;FMU;FIA;4,041;;FMU - FIA;22,32483;5,78;0,258904547
699;MRS;Linha de São Paulo;FIA;FEP;13,413;;FIA - FEP;22,28512;5,78;0,259365891
700;MRS;Linha de São Paulo;FEP;FQU;11,292;;FEP - FQU;23,93915;5,78;0,241445498
701;MRS;Linha de São Paulo;FQU;FVQ;9,298;;FQU - FVQ;19,42209;5,78;0,29759928
702;MRS;Linha de São Paulo;FVQ;FCZ;15,238;;FVQ - FCZ;16,21758;5,78;0,35640336
703;MRS;Linha de São Paulo;FCZ;FCP;12,89;;FCZ - FCP;17,88616;6,98;0,390245866
704;MRS;Linha de São Paulo;FCP;FLR;15,122;;FCP - FLR;17,53408;6,98;0,398081907
705;MRS;Linha de São Paulo;FLR;FEN;7,587;;FLR - FEN;27,96431;6,98;0,24960387
706;MRS;Linha de São Paulo;FEN;FGU;5,107;;FEN - FGU;20,36136;7,39;0,362942357
707;MRS;Linha de São Paulo;FGU;FAD;4,79;;FGU - FAD;20,36136;7,39;0,362942357
708;MRS;Linha de São Paulo;FAD;FRA;10,55;;FAD - FRA;23,42766;7,39;0,315439101
709;MRS;Linha de São Paulo;FRA;FPR;4,02;;FRA - FPR;24,09449;7,4;0,30712416
710;MRS;Linha de São Paulo;FPR;FCT;5,965;;FPR - FCT;24,09449;7,4;0,30712416
711;MRS;Linha de São Paulo;FCT;FPG;7,275;;FCT - FPG;25,78038;7,75;0,300616205
712;MRS;Linha de São Paulo;FPG;FTA;15,5;;FPG - FTA;9,29324;8,94;0,961989575
713;MRS;Linha de São Paulo;FTA;FUI;5,9;;FTA - FUI;9,59628;8,94;0,931610999
714;MRS;Linha de São Paulo;FUI;FCA;11,1;;FUI - FCA;9,59628;8,94;0,931610999
715;MRS;Linha de São Paulo;FCA;FEA;8,275;;FCA - FEA;20,3767;8,34;0,409291004
716;MRS;Linha de São Paulo;FEA;FEG;2,064;;FEA - FEG;19,2017;9,03;0,470270861
717;MRS;Linha de São Paulo;FEG;FEM;5,603;;FEG - FEM;19,2017;9,03;0,470270861
718;MRS;Linha de São Paulo;FEM;FSJ;6,735;;FEM - FSJ;22,00854;9,03;0,410295276
719;MRS;Linha de São Paulo;FSJ;FPA;13,92;;FSJ - FPA;9,27371;9,27;0,999599944
720;MRS;Linha de São Paulo;FPA;FRE;15,863;;FPA - FRE;9,27371;8,38;0,903629723
721;MRS;Linha de São Paulo;FRE;FIP;13,721;;FRE - FIP;9,29324;8,38;0,90173072
722;MRS;Linha de São Paulo;FIP;FST;9,455;;FIP - FST;16,34721;7,18;0,43921868
723;MRS;Linha de São Paulo;FST;FPI;13,422;;FST - FPI;9,29324;9,29;0,999651359
724;MRS;Linha de São Paulo;FPI;IEF;7,072;;FPI - IEF;21,0288;13,28;0,631514875
725;MRS;Ramal do Terminal da Açominas;FDM;VOB;9,575;;FDM - VOB;11,35862;1,46;0,128536741
726;MRS;Variante do Paraopeba;FDM;FQD;4,203;;FDM - FQD;59,46168;28,94;0,486700006
727;MRS;Variante do Paraopeba;FQD;FCO;4,365;;FQD - FCO;35,52729;28,94;0,81458507
728;MRS;Variante do Paraopeba;FCO;FQN;3,579;;FCO - FQN;35,52729;28,93;0,814303596
729;MRS;Variante do Paraopeba;FQN;FCR;2,761;;FQN - FCR;35,52729;28,93;0,814303596
730;MRS;Variante do Paraopeba;FCR;FFV;4,239;;FCR - FFV;107,55489;34,99;0,325322261
731;MRS;Variante do Paraopeba;FFV;FLP;1,55;;FFV - FLP;76,28273;29,64;0,388554526
732;MRS;Variante do Paraopeba;FLP;FJR;5,63;;FLP - FJR;24,67497;21,34;0,86484401
733;MRS;Variante do Paraopeba;FJR;FAL;10,64;;FJR - FAL;17,86019;9,61;0,538068184
734;MRS;Variante do Paraopeba;FAL;FQZ;4,74;;FAL - FQZ;38,13735;9,61;0,251983947
735;MRS;Variante do Paraopeba;FQZ;FQV;5,559;;FQZ - FQV;24,67497;9,61;0,389463493
736;MRS;Variante do Paraopeba;FQV;FBV;4,918;;FQV - FBV;18,93418;9,61;0,507547726
737;MRS;Variante do Paraopeba;FBV;FTC;6,961;;FBV - FTC;20,27094;9,61;0,47407767
738;MRS;Variante do Paraopeba;FTC;FMD;6,582;;FTC - FMD;24,38615;9,61;0,394076146
739;MRS;Variante do Paraopeba;FMD;FMS;10,035;;FMD - FMS;16,95363;10,11;0,596332467
740;MRS;Variante do Paraopeba;FMS;FLC;5,801;;FMS - FLC;25,3665;10,11;0,398557152
741;MRS;Variante do Paraopeba;FLC;FML;6,66;;FLC - FML;22,96249;10,11;0,440283262
742;MRS;Variante do Paraopeba;FML;FAF;7,719;;FML - FAF;15,21604;10,11;0,66443043
743;MRS;Variante do Paraopeba;FAF;FCC;1,2;;FAF - FCC;15,21604;10,11;0,66443043
744;MRS;Variante do Paraopeba;FCC;FBR;4,44;;FCC - FBR;9,8711;9,87;0,999888564
745;MRS;Variante do Paraopeba;FBR;FSN;5,15;;FBR - FSN;9,8711;9,87;0,999888564
746;MRS;Variante do Paraopeba;FSN;FMC;9,375;;FSN - FMC;16,09248;9,96;0,618922627
747;MRS;Variante do Paraopeba;FMC;FZN;3,91;;FMC - FZN;10,02545;8,14;0,811933629
748;MRS;Variante do Paraopeba;FZN;FSO;3,397;;FZN - FSO;10,02545;9,88;0,985491923
749;MRS;Variante do Paraopeba;FSO;FPO;5,298;;FSO - FPO;10,02545;7,71;0,769042786
750;MRS;Variante do Paraopeba;FPO;FIE;6,163;;FPO - FIE;9,58158;7,08;0,738917799
751;MRS;Variante do Paraopeba;FIE;F49;9,085;;FIE - F49;9,58158;7,08;0,738917799
752;MRS;Variante do Paraopeba;F49;FBO;3;;F49 - FBO;9,58158;7,08;0,738917799
753;MRS;Ramal de Mangaratiba;FGI;FIB;0,388;;FGI - FIB;8,96821;7,83;0,873083926
754;MRS;Ramal de Mangaratiba;FIB;FSS;4,05;;FIB - FSS;8,96821;7,83;0,873083926
755;MRS;Ramal de Mangaratiba;FSS;FTY;8,33;;FSS - FTY;10,12739;10,13;1,000257717
756;MRS;Ramal de Mangaratiba;FTY;FIS;4,217;;FTY - FIS;7,86055;7,83;0,996113504
757;MRS;Ramal de Mangaratiba;FIS;FCG;4,783;;FIS - FCG;13,96193;7,83;0,560810719
758;MRS;Ramal de Mangaratiba;FCG;FBA;5,352;;FCG - FBA;13,96193;7,83;0,560810719
759;MRS;Ramal de Mangaratiba;FBA;FOS;8,28;;FBA - FOS;13,29443;24,63;1,852655586
760;MRS;Ramal de Mangaratiba;FOS;FFX;13,6;;FOS - FFX;40,78549;27,11;0,664697175
761;MRS;Ramal de Mangaratiba;FFX;FGD;8,017;;FFX - FGD;49,2055;27,11;0,55095467
762;MRS;Ramal de Mangaratiba;FGD;FQS;3,435;;FGD - FQS;105,89601;27,11;0,256005868
763;MRS;Ramal de Águas Claras;FIE;FLH;11,117;;FIE - FLH;14,9206;5,04;0,337788025
764;MRS;Ligação Jeceaba - P1-07;FJC;FLA;4,737;;FJC - FLA;26,38269;31,7;1,201545407
765;MRS;Ligação Jeceaba - P1-07;FLA;FJR;3;;FLA - FJR;76,23518;8,06;0,105725467
766;MRS;Ligação Alça Dupla - Posto Alfa;FLF;FLA;3,829;;FLF - FLA;57,50978;9,29;0,161537742
767;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FQC;FBQ;10,117;;FQC - FBQ;47,68879;29,39;0,616287392
768;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FBQ;FBS;3,883;;FBQ - FBS;82,83422;29,39;0,354805055
769;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FBS;FPK;5,523;;FBS - FPK;52,61769;29,39;0,558557398
770;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FPK;FCL;2,755;;FPK - FCL;64,86406;29,39;0,453101456
771;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FCL;FMO;6,02;;FCL - FMO;140,46084;29,39;0,209239814
772;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FMO;FGE;4,915;;FMO - FGE;52,28705;29,39;0,562089466
773;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FGE;FDM;4,639;;FGE - FDM;52,28705;29,39;0,562089466
774;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FDM;FLL;4,893;;FDM - FLL;4,14793;1,66;0,400199618
775;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FLL;FCS;8,694;;FLL - FCS;4,14793;1,66;0,400199618
776;MRS;Posto km 452 - Miguel Burnier (Linha do Centro);FCS;EMP;5,541;;FCS - EMP;4,14793;1,66;0,400199618
777;MRS;Ferrovia do Aço;FSE;FEU;3,787;;FSE - FEU;57,23528;29,39;0,513494474
778;MRS;Ferrovia do Aço;FEU;FPT;13,736;;FEU - FPT;47,60127;29,39;0,617420502
779;MRS;Ferrovia do Aço;FPT;FJQ;7,427;;FPT - FJQ;53,45324;29,39;0,549826353
780;MRS;Ferrovia do Aço;FJQ;FOA;10,362;;FJQ - FOA;70,9534;29,39;0,414215527
781;MRS;Ferrovia do Aço;FOA;FFU;9,988;;FOA - FFU;80,06854;29,39;0,367060521
782;MRS;Ferrovia do Aço;FFU;FRP;11,158;;FFU - FRP;62,8046;29,39;0,467959353
783;MRS;Ferrovia do Aço;FRP;FSH;13,162;;FRP - FSH;61,54526;29,39;0,477534744
784;MRS;Ferrovia do Aço;FSH;FJT;15,11;;FSH - FJT;69,14884;29,39;0,425025206
785;MRS;Ferrovia do Aço;FJT;FOJ;13,577;;FJT - FOJ;59,06516;29,39;0,497586056
786;MRS;Ferrovia do Aço;FOJ;FIR;11,149;;FOJ - FIR;29,3336;29,33;0,999877274
787;MRS;Ferrovia do Aço;FIR;FIN;7,544;;FIR - FIN;31,30085;29,39;0,938952137
788;MRS;Ferrovia do Aço;FIN;FFR;5,64;;FIN - FFR;31,30085;29,39;0,938952137
789;MRS;Ferrovia do Aço;FFR;FAU;14,117;;FFR - FAU;42,82185;29,39;0,686331861
790;MRS;Ferrovia do Aço;FAU;FGO;13,568;;FAU - FGO;48,72293;29,39;0,603206745
791;MRS;Ferrovia do Aço;FGO;FPZ;13,844;;FGO - FPZ;46,41936;29,39;0,633141
792;MRS;Ferrovia do Aço;FPZ;FRN;13,17;;FPZ - FRN;52,70665;29,39;0,557614646
793;MRS;Ferrovia do Aço;FRN;FGT;17,839;;FRN - FGT;38,7054;29,39;0,759325572
794;MRS;Ferrovia do Aço;FGT;FDE;10,102;;FGT - FDE;40,47839;29,39;0,726066427
795;MRS;Ferrovia do Aço;FDE;FEI;8,22;;FDE - FEI;45,47515;29,39;0,646287038
796;MRS;Ferrovia do Aço;FEI;FBU;4,66;;FEI - FBU;45,47515;29,39;0,646287038
797;MRS;Ferrovia do Aço;FBU;FVT;8,54;;FBU - FVT;46,58725;29,39;0,630859302
798;MRS;Ferrovia do Aço;FVT;FXA;6,451;;FVT - FXA;46,58725;29,39;0,630859302
799;MRS;Ferrovia do Aço;FXA;FIC;6,849;;FXA - FIC;0;29,39;0
800;MRS;Ferrovia do Aço;FIC;FRC;7,048;;FIC - FRC;0;29,39;0
801;MRS;Ferrovia do Aço;FRC;FRL;17,274;;FRC - FRL;87,44628;29,39;0,336092056
